Trade ID,Entry Time,Exit Time,Direction,Entry Price,Exit Price,Lots,SL at Exit,Exit Reason,PnL ($),Equity ($)
4656,2025-12-05 04:15:00,2025-12-05 04:30:00,Short,4197.58,4204.34,0.26,4205.08,Opposite Signal,-175.76,18733.32
4657,2025-12-05 04:30:00,2025-12-05 07:30:00,Long (Partial 50%),4204.34,4220.19,0.12,4204.34,Partial TP 1:2,190.2,18923.52
4657,2025-12-05 04:30:00,2025-12-05 09:30:00,Long,4204.34,4225.45,0.13,4225.45,Stop Loss,274.44,19197.95
4658,2025-12-05 09:30:00,2025-12-05 11:30:00,Short,4224.72,4223.9,0.26,4232.15,Opposite Signal,21.32,19219.27
4659,2025-12-05 11:30:00,2025-12-05 15:30:00,Long (Partial 50%),4223.9,4238.56,0.13,4223.9,Partial TP 1:2,190.64,19409.92
4659,2025-12-05 11:30:00,2025-12-05 16:15:00,Long,4223.9,4231.35,0.14,4231.35,Stop Loss,104.24,19514.15
4660,2025-12-05 17:45:00,2025-12-05 18:00:00,Short (Partial 50%),4243.49,4216.71,0.07,4243.49,Partial TP 1:2,187.49,19701.65
4660,2025-12-05 17:45:00,2025-12-05 18:15:00,Short,4243.49,4216.69,0.07,4229.76,Opposite Signal,187.6,19889.25
4661,2025-12-05 18:15:00,2025-12-05 21:30:00,Long,4216.69,4205.88,0.1,4197.08,Opposite Signal,-108.1,19781.15
4662,2025-12-05 21:30:00,2025-12-08 01:45:00,Short,4205.88,4200.94,0.15,4218.57,Opposite Signal,74.1,19855.25
4663,2025-12-08 01:45:00,2025-12-08 03:45:00,Long,4200.94,4201.1,0.22,4192.2,Opposite Signal,3.52,19858.77
4664,2025-12-08 03:45:00,2025-12-08 04:45:00,Short,4201.1,4210.7,0.2,4210.7,Stop Loss,-191.94,19666.83
4665,2025-12-08 04:45:00,2025-12-08 09:30:00,Long,4208.25,4209.94,0.21,4198.78,Opposite Signal,35.49,19702.32
4666,2025-12-08 09:30:00,2025-12-08 10:00:00,Short,4209.94,4211.6,0.28,4217.04,Opposite Signal,-46.48,19655.84
4667,2025-12-08 10:00:00,2025-12-08 12:15:00,Long,4211.6,4205.79,0.25,4203.75,Opposite Signal,-145.25,19510.59
4668,2025-12-08 12:15:00,2025-12-08 13:15:00,Short,4205.79,4209.47,0.25,4213.53,Opposite Signal,-92.0,19418.59
4669,2025-12-08 13:15:00,2025-12-08 15:15:00,Long,4209.47,4202.82,0.24,4201.33,Opposite Signal,-159.6,19258.99
4670,2025-12-08 15:15:00,2025-12-08 16:00:00,Short,4202.82,4209.71,0.23,4211.24,Opposite Signal,-158.47,19100.52
4671,2025-12-08 16:00:00,2025-12-08 16:30:00,Long,4209.71,4199.95,0.2,4199.95,Stop Loss,-195.12,18905.39
4672,2025-12-08 16:30:00,2025-12-08 16:45:00,Short,4198.23,4208.6,0.19,4208.6,Stop Loss,-196.98,18708.41
4673,2025-12-08 17:15:00,2025-12-08 18:00:00,Long,4191.97,4177.35,0.13,4177.35,Stop Loss,-190.04,18518.38
4674,2025-12-08 21:00:00,2025-12-08 22:30:00,Short,4185.19,4195.64,0.19,4195.64,Stop Loss,-198.64,18319.74
4675,2025-12-08 22:30:00,2025-12-09 02:45:00,Long,4194.41,4190.37,0.22,4185.58,Opposite Signal,-88.88,18230.86
4676,2025-12-09 02:45:00,2025-12-09 03:00:00,Short,4190.37,4196.12,0.34,4196.12,Stop Loss,-195.5,18035.36
4677,2025-12-09 03:00:00,2025-12-09 04:00:00,Long,4196.32,4190.69,0.3,4189.83,Opposite Signal,-168.9,17866.46
4678,2025-12-09 04:00:00,2025-12-09 05:00:00,Short,4190.69,4194.01,0.31,4197.08,Opposite Signal,-102.92,17763.54
4679,2025-12-09 05:00:00,2025-12-09 06:15:00,Long,4194.01,4193.51,0.31,4187.76,Opposite Signal,-15.5,17748.04
4680,2025-12-09 06:15:00,2025-12-09 07:30:00,Short (Partial 50%),4193.51,4181.78,0.17,4193.51,Partial TP 1:2,199.34,17947.38
4680,2025-12-09 06:15:00,2025-12-09 08:30:00,Short,4193.51,4179.65,0.17,4179.65,Stop Loss,235.67,18183.05
4681,2025-12-09 08:30:00,2025-12-09 11:00:00,Long (Partial 50%),4180.95,4196.34,0.12,4180.95,Partial TP 1:2,184.69,18367.74
4681,2025-12-09 08:30:00,2025-12-09 11:45:00,Long,4180.95,4201.01,0.13,4201.01,Stop Loss,260.74,18628.48
4682,2025-12-09 15:30:00,2025-12-09 16:30:00,Short,4200.38,4205.87,0.24,4208.44,Opposite Signal,-131.76,18496.72
4683,2025-12-09 16:30:00,2025-12-09 17:00:00,Long,4205.87,4195.81,0.19,4195.81,Stop Loss,-191.15,18305.57
4684,2025-12-09 17:00:00,2025-12-09 17:15:00,Short,4195.36,4206.82,0.17,4206.82,Stop Loss,-194.82,18110.76
4685,2025-12-09 17:15:00,2025-12-09 19:15:00,Long,4206.14,4207.83,0.16,4193.79,Opposite Signal,27.04,18137.8
4686,2025-12-09 19:15:00,2025-12-09 21:45:00,Short,4207.83,4212.54,0.15,4220.5,Opposite Signal,-70.65,18067.15
4687,2025-12-09 21:45:00,2025-12-09 23:45:00,Long,4212.54,4208.42,0.22,4203.54,Opposite Signal,-90.64,17976.51
4688,2025-12-09 23:45:00,2025-12-10 03:00:00,Short,4208.42,4214.86,0.31,4214.86,Stop Loss,-199.61,17776.9
4689,2025-12-10 03:00:00,2025-12-10 03:30:00,Long,4214.9,4212.28,0.31,4208.58,Opposite Signal,-81.22,17695.68
4690,2025-12-10 03:30:00,2025-12-10 04:30:00,Short,4212.28,4217.68,0.29,4219.06,Opposite Signal,-156.6,17539.08
4691,2025-12-10 04:30:00,2025-12-10 05:00:00,Long,4217.68,4210.89,0.29,4210.89,Stop Loss,-196.99,17342.09
4692,2025-12-10 05:00:00,2025-12-10 07:30:00,Short,4210.03,4212.08,0.29,4216.92,Opposite Signal,-59.45,17282.64
4693,2025-12-10 07:30:00,2025-12-10 08:15:00,Long,4212.08,4205.62,0.3,4205.62,Stop Loss,-193.88,17088.76
4694,2025-12-10 08:15:00,2025-12-10 11:30:00,Short (Partial 50%),4207.32,4194.24,0.15,4207.32,Partial TP 1:2,196.24,17285.0
4694,2025-12-10 08:15:00,2025-12-10 13:15:00,Short,4207.32,4196.08,0.15,4196.08,Stop Loss,168.66,17453.66
4695,2025-12-10 13:45:00,2025-12-10 14:45:00,Long,4197.37,4196.57,0.33,4191.35,Opposite Signal,-26.4,17427.26
4696,2025-12-10 14:45:00,2025-12-10 15:30:00,Short,4196.57,4202.48,0.33,4202.48,Stop Loss,-194.88,17232.38
4697,2025-12-10 15:30:00,2025-12-10 16:15:00,Long,4202.62,4195.64,0.28,4195.64,Stop Loss,-195.47,17036.9
4698,2025-12-10 16:15:00,2025-12-10 18:15:00,Short,4196.69,4200.67,0.23,4205.19,Opposite Signal,-91.54,16945.36
4699,2025-12-10 18:15:00,2025-12-10 20:15:00,Long,4200.67,4196.5,0.21,4191.29,Opposite Signal,-87.57,16857.79
4700,2025-12-10 20:15:00,2025-12-10 21:00:00,Short,4196.5,4204.12,0.26,4204.12,Stop Loss,-198.17,16659.62
4701,2025-12-10 21:00:00,2025-12-10 21:15:00,Long,4212.46,4201.22,0.17,4201.22,Stop Loss,-191.02,16468.6
4702,2025-12-10 21:15:00,2025-12-10 21:30:00,Short,4198.86,4212.29,0.14,4212.29,Stop Loss,-187.97,16280.63
4703,2025-12-10 21:45:00,2025-12-11 04:00:00,Long,4216.28,4233.74,0.1,4196.41,Opposite Signal,174.6,16455.23
4704,2025-12-11 04:00:00,2025-12-11 05:00:00,Short (Partial 50%),4233.74,4211.0,0.08,4233.74,Partial TP 1:2,181.9,16637.12
4704,2025-12-11 04:00:00,2025-12-11 08:15:00,Short,4233.74,4213.57,0.09,4213.57,Stop Loss,181.53,16818.66
4705,2025-12-11 08:15:00,2025-12-11 11:00:00,Long,4213.87,4211.94,0.2,4204.33,Opposite Signal,-38.6,16780.06
4706,2025-12-11 11:00:00,2025-12-11 11:30:00,Short,4211.94,4217.73,0.25,4219.91,Opposite Signal,-144.75,16635.31
4707,2025-12-11 11:30:00,2025-12-11 13:00:00,Long,4217.73,4215.26,0.25,4209.94,Opposite Signal,-61.75,16573.56
4708,2025-12-11 13:00:00,2025-12-11 14:15:00,Short,4215.26,4218.03,0.25,4223.21,Opposite Signal,-69.25,16504.31
4709,2025-12-11 14:15:00,2025-12-11 15:00:00,Long,4218.03,4210.3,0.25,4210.3,Stop Loss,-193.32,16310.98
4710,2025-12-11 15:00:00,2025-12-11 15:30:00,Short,4211.69,4219.95,0.24,4219.95,Stop Loss,-198.23,16112.75
4711,2025-12-11 15:30:00,2025-12-11 16:30:00,Long (Partial 50%),4219.62,4238.8,0.1,4219.62,Partial TP 1:2,191.78,16304.53
4711,2025-12-11 15:30:00,2025-12-11 16:45:00,Long,4219.62,4230.22,0.1,4221.84,Opposite Signal,106.0,16410.53
4712,2025-12-11 16:45:00,2025-12-11 17:15:00,Short,4230.22,4242.8,0.15,4242.8,Stop Loss,-188.64,16221.89
4713,2025-12-11 17:15:00,2025-12-11 18:45:00,Long (Partial 50%),4238.97,4265.46,0.07,4238.97,Partial TP 1:2,185.44,16407.33
4713,2025-12-11 17:15:00,2025-12-11 20:45:00,Long,4238.97,4274.93,0.07,4274.93,Stop Loss,251.71,16659.04
4714,2025-12-11 20:45:00,2025-12-11 23:15:00,Short,4268.08,4279.38,0.14,4281.75,Opposite Signal,-158.2,16500.84
4715,2025-12-11 23:15:00,2025-12-12 01:30:00,Long,4279.38,4274.94,0.18,4268.76,Opposite Signal,-79.92,16420.92
4716,2025-12-12 01:30:00,2025-12-12 04:00:00,Short,4274.94,4275.49,0.2,4284.9,Opposite Signal,-11.0,16409.92
4717,2025-12-12 04:00:00,2025-12-12 06:15:00,Long,4275.49,4268.42,0.19,4265.44,Opposite Signal,-134.33,16275.59
4718,2025-12-12 06:15:00,2025-12-12 07:15:00,Short,4268.42,4274.35,0.27,4275.63,Opposite Signal,-160.11,16115.48
4719,2025-12-12 07:15:00,2025-12-12 09:00:00,Long (Partial 50%),4274.35,4288.03,0.14,4274.35,Partial TP 1:2,191.55,16307.03
4719,2025-12-12 07:15:00,2025-12-12 11:30:00,Long,4274.35,4310.65,0.14,4310.65,Stop Loss,508.23,16815.26
4720,2025-12-12 14:30:00,2025-12-12 15:00:00,Short,4328.27,4337.11,0.19,4338.27,Opposite Signal,-167.96,16647.3
4721,2025-12-12 15:00:00,2025-12-12 17:15:00,Long,4337.11,4325.83,0.17,4325.83,Stop Loss,-191.74,16455.55
4722,2025-12-12 17:15:00,2025-12-12 17:30:00,Short,4301.02,4317.28,0.1,4320.5,Opposite Signal,-162.6,16292.95
4723,2025-12-12 17:30:00,2025-12-12 17:45:00,Long,4317.28,4296.41,0.09,4296.41,Stop Loss,-187.81,16105.14
4724,2025-12-12 17:45:00,2025-12-12 19:30:00,Short,4289.81,4293.6,0.08,4314.36,Opposite Signal,-30.32,16074.82
4725,2025-12-12 19:30:00,2025-12-15 08:00:00,Long (Partial 50%),4293.6,4345.46,0.03,4293.6,Partial TP 1:2,155.58,16230.4
4725,2025-12-12 19:30:00,2025-12-15 09:30:00,Long,4293.6,4340.14,0.04,4340.14,Stop Loss,186.14,16416.54
4726,2025-12-15 09:30:00,2025-12-15 10:15:00,Short,4339.82,4345.78,0.24,4348.03,Opposite Signal,-143.04,16273.5
4727,2025-12-15 10:15:00,2025-12-15 11:45:00,Long,4345.78,4342.56,0.25,4337.83,Opposite Signal,-80.5,16193.0
4728,2025-12-15 11:45:00,2025-12-15 14:00:00,Short,4342.56,4343.8,0.26,4350.16,Opposite Signal,-32.24,16160.76
4729,2025-12-15 14:00:00,2025-12-15 15:00:00,Long,4343.8,4336.96,0.29,4336.96,Stop Loss,-198.39,15962.36
4730,2025-12-15 15:00:00,2025-12-15 15:45:00,Short,4335.7,4343.39,0.26,4343.39,Stop Loss,-199.87,15762.49
4731,2025-12-15 20:30:00,2025-12-15 22:15:00,Long,4309.68,4305.2,0.15,4296.72,Opposite Signal,-67.2,15695.29
4732,2025-12-15 22:15:00,2025-12-16 02:15:00,Short,4305.2,4309.29,0.18,4316.19,Opposite Signal,-73.62,15621.67
4733,2025-12-16 02:15:00,2025-12-16 03:00:00,Long,4309.29,4301.29,0.25,4301.29,Stop Loss,-199.93,15421.74
4734,2025-12-16 03:00:00,2025-12-16 03:15:00,Short,4304.03,4311.16,0.23,4312.68,Opposite Signal,-163.99,15257.75
4735,2025-12-16 03:15:00,2025-12-16 04:45:00,Long,4311.16,4302.18,0.22,4302.18,Stop Loss,-197.56,15060.19
4736,2025-12-16 04:45:00,2025-12-16 08:15:00,Short,4289.69,4286.92,0.16,4301.75,Opposite Signal,44.32,15104.51
4737,2025-12-16 08:15:00,2025-12-16 09:15:00,Long,4286.92,4280.88,0.19,4276.7,Opposite Signal,-114.76,14989.75
4738,2025-12-16 09:15:00,2025-12-16 09:45:00,Short,4280.88,4287.83,0.2,4290.59,Opposite Signal,-139.0,14850.75
4739,2025-12-16 09:45:00,2025-12-16 10:15:00,Long,4287.83,4277.98,0.2,4277.98,Stop Loss,-196.93,14653.82
4740,2025-12-16 10:15:00,2025-12-16 14:00:00,Short,4278.93,4287.7,0.19,4289.06,Opposite Signal,-166.63,14487.19
4741,2025-12-16 14:00:00,2025-12-16 15:30:00,Long (Partial 50%),4287.7,4305.06,0.11,4287.7,Partial TP 1:2,190.92,14678.1
4741,2025-12-16 14:00:00,2025-12-16 17:15:00,Long,4287.7,4318.14,0.12,4318.14,Stop Loss,365.25,15043.36
4742,2025-12-16 18:00:00,2025-12-16 19:30:00,Short,4315.56,4306.07,0.14,4329.8,Opposite Signal,132.86,15176.22
4743,2025-12-16 19:30:00,2025-12-16 23:00:00,Long,4306.07,4302.55,0.14,4291.8,Opposite Signal,-49.28,15126.94
4744,2025-12-16 23:00:00,2025-12-17 02:00:00,Short,4302.55,4312.38,0.18,4313.14,Opposite Signal,-176.94,14950.0
4745,2025-12-17 02:00:00,2025-12-17 04:00:00,Long,4312.38,4320.21,0.25,4304.61,Opposite Signal,195.75,15145.75
4746,2025-12-17 04:00:00,2025-12-17 05:30:00,Short,4320.21,4321.6,0.22,4329.03,Opposite Signal,-30.58,15115.17
4747,2025-12-17 05:30:00,2025-12-17 07:30:00,Long (Partial 50%),4321.6,4339.62,0.11,4321.6,Partial TP 1:2,198.23,15313.4
4747,2025-12-17 05:30:00,2025-12-17 08:15:00,Long,4321.6,4330.67,0.11,4330.67,Stop Loss,99.82,15413.22
4748,2025-12-17 08:30:00,2025-12-17 10:00:00,Short (Partial 50%),4329.18,4310.09,0.1,4329.18,Partial TP 1:2,190.92,15604.14
4748,2025-12-17 08:30:00,2025-12-17 11:00:00,Short,4329.18,4321.71,0.1,4321.71,Stop Loss,74.73,15678.87
4749,2025-12-17 11:00:00,2025-12-17 12:30:00,Long,4320.94,4311.02,0.2,4311.02,Stop Loss,-198.49,15480.39
4750,2025-12-17 12:30:00,2025-12-17 15:00:00,Short,4315.08,4324.93,0.2,4324.93,Stop Loss,-196.9,15283.48
4751,2025-12-17 15:00:00,2025-12-17 15:45:00,Long (Partial 50%),4323.28,4341.04,0.11,4323.28,Partial TP 1:2,195.37,15478.85
4751,2025-12-17 15:00:00,2025-12-17 16:00:00,Long,4323.28,4327.16,0.11,4323.28,Opposite Signal,42.68,15521.53
4752,2025-12-17 16:00:00,2025-12-17 16:30:00,Short,4327.16,4337.97,0.16,4339.59,Opposite Signal,-172.96,15348.57
4753,2025-12-17 16:30:00,2025-12-17 17:30:00,Long,4337.97,4331.98,0.15,4324.85,Opposite Signal,-89.85,15258.72
4754,2025-12-17 17:30:00,2025-12-17 19:30:00,Short,4331.98,4338.64,0.12,4347.4,Opposite Signal,-79.92,15178.8
4755,2025-12-17 19:30:00,2025-12-17 20:30:00,Long,4338.64,4332.48,0.14,4324.52,Opposite Signal,-86.24,15092.56
4756,2025-12-17 20:30:00,2025-12-17 22:15:00,Short,4332.48,4341.37,0.15,4345.71,Opposite Signal,-133.35,14959.21
4757,2025-12-17 22:15:00,2025-12-18 01:00:00,Long,4341.37,4335.96,0.19,4330.85,Opposite Signal,-102.79,14856.42
4758,2025-12-18 01:00:00,2025-12-18 03:45:00,Short,4335.96,4331.49,0.23,4344.57,Opposite Signal,102.81,14959.23
4759,2025-12-18 03:45:00,2025-12-18 06:00:00,Long,4331.49,4330.29,0.24,4323.35,Opposite Signal,-28.8,14930.43
4760,2025-12-18 06:00:00,2025-12-18 07:00:00,Short,4330.29,4337.17,0.29,4337.17,Stop Loss,-199.66,14730.77
4761,2025-12-18 07:00:00,2025-12-18 09:00:00,Long,4337.19,4330.61,0.3,4330.61,Stop Loss,-197.4,14533.37
4762,2025-12-18 09:00:00,2025-12-18 09:30:00,Short,4331.0,4337.1,0.32,4337.1,Stop Loss,-195.29,14338.07
4763,2025-12-18 15:30:00,2025-12-18 16:30:00,Long,4336.53,4327.11,0.21,4327.11,Stop Loss,-197.88,14140.19
4764,2025-12-18 16:30:00,2025-12-18 16:45:00,Short,4314.14,4327.46,0.15,4327.46,Stop Loss,-199.81,13940.39
4765,2025-12-18 16:45:00,2025-12-18 18:00:00,Long (Partial 50%),4328.39,4358.81,0.06,4328.39,Partial TP 1:2,182.54,14122.93
4765,2025-12-18 16:45:00,2025-12-18 19:00:00,Long,4328.39,4355.42,0.07,4355.42,Stop Loss,189.19,14312.12
4766,2025-12-18 19:00:00,2025-12-18 22:30:00,Short,4328.35,4336.0,0.09,4350.26,Opposite Signal,-68.85,14243.27
4767,2025-12-18 22:30:00,2025-12-19 02:30:00,Long,4336.0,4328.37,0.13,4321.32,Opposite Signal,-99.19,14144.08
4768,2025-12-19 02:30:00,2025-12-19 03:15:00,Short (Partial 50%),4328.37,4311.49,0.11,4328.37,Partial TP 1:2,185.71,14329.79
4768,2025-12-19 02:30:00,2025-12-19 03:45:00,Short,4328.37,4323.29,0.12,4324.76,Opposite Signal,60.96,14390.75
4769,2025-12-19 03:45:00,2025-12-19 04:30:00,Long,4323.29,4316.03,0.18,4312.24,Opposite Signal,-130.68,14260.07
4770,2025-12-19 04:30:00,2025-12-19 07:30:00,Short,4316.03,4325.29,0.18,4326.74,Opposite Signal,-166.68,14093.39
4771,2025-12-19 07:30:00,2025-12-19 09:45:00,Long,4325.29,4322.71,0.25,4317.48,Opposite Signal,-64.5,14028.89
4772,2025-12-19 09:45:00,2025-12-19 10:30:00,Short,4322.71,4329.84,0.28,4329.84,Stop Loss,-199.75,13829.14
4773,2025-12-19 10:30:00,2025-12-19 14:00:00,Long,4328.06,4320.97,0.28,4320.97,Stop Loss,-198.51,13630.63
4774,2025-12-19 14:00:00,2025-12-19 15:00:00,Short,4324.07,4330.32,0.31,4330.32,Stop Loss,-193.83,13436.8
4775,2025-12-19 15:00:00,2025-12-19 15:30:00,Long,4330.17,4329.49,0.28,4323.18,Opposite Signal,-19.04,13417.76
4776,2025-12-19 15:30:00,2025-12-19 16:30:00,Short,4329.49,4337.15,0.26,4337.15,Stop Loss,-199.12,13218.64
4777,2025-12-19 16:30:00,2025-12-19 16:45:00,Long,4334.89,4325.97,0.22,4325.97,Stop Loss,-196.31,13022.34
4778,2025-12-19 20:30:00,2025-12-22 01:00:00,Short,4344.92,4344.88,0.19,4355.26,Opposite Signal,0.76,13023.1
4779,2025-12-22 01:00:00,2025-12-22 02:00:00,Long (Partial 50%),4344.88,4359.46,0.13,4344.88,Partial TP 1:2,189.51,13212.6
4779,2025-12-22 01:00:00,2025-12-22 07:30:00,Long,4344.88,4399.42,0.14,4399.42,Stop Loss,763.57,13976.18
4780,2025-12-22 10:30:00,2025-12-22 14:45:00,Short,4410.06,4415.74,0.2,4419.66,Opposite Signal,-113.6,13862.58
4781,2025-12-22 14:45:00,2025-12-22 15:15:00,Long,4415.74,4418.56,0.28,4408.83,Opposite Signal,78.96,13941.54
4782,2025-12-22 15:15:00,2025-12-22 16:00:00,Short,4418.56,4426.26,0.21,4427.82,Opposite Signal,-161.7,13779.84
4783,2025-12-22 16:00:00,2025-12-22 16:30:00,Long,4426.26,4416.61,0.2,4416.61,Stop Loss,-193.08,13586.76
4784,2025-12-22 16:45:00,2025-12-22 17:30:00,Short,4419.36,4427.63,0.18,4430.33,Opposite Signal,-148.86,13437.9
4785,2025-12-22 17:30:00,2025-12-22 20:30:00,Long,4427.63,4432.82,0.16,4415.7,Opposite Signal,83.04,13520.94
4786,2025-12-22 20:30:00,2025-12-22 22:00:00,Short,4432.82,4438.67,0.2,4442.43,Opposite Signal,-117.0,13403.94
4787,2025-12-22 22:00:00,2025-12-22 22:15:00,Long,4438.67,4432.35,0.24,4430.46,Opposite Signal,-151.68,13252.26
4788,2025-12-22 22:15:00,2025-12-22 22:45:00,Short,4432.35,4438.41,0.23,4440.75,Opposite Signal,-139.38,13112.88
4789,2025-12-22 22:45:00,2025-12-23 01:00:00,Long (Partial 50%),4438.41,4454.48,0.12,4438.41,Partial TP 1:2,192.86,13305.74
4789,2025-12-22 22:45:00,2025-12-23 01:30:00,Long,4438.41,4453.02,0.12,4453.02,Stop Loss,175.31,13481.05
4790,2025-12-23 03:15:00,2025-12-23 03:45:00,Short,4477.15,4488.61,0.17,4488.61,Stop Loss,-194.74,13286.31
4791,2025-12-23 03:45:00,2025-12-23 05:00:00,Long,4486.68,4486.31,0.16,4474.87,Opposite Signal,-5.92,13280.39
4792,2025-12-23 05:00:00,2025-12-23 08:45:00,Short,4486.31,4481.42,0.16,4498.44,Opposite Signal,78.24,13358.63
4793,2025-12-23 08:45:00,2025-12-23 11:00:00,Long,4481.42,4481.43,0.22,4472.34,Opposite Signal,0.22,13358.85
4794,2025-12-23 11:00:00,2025-12-23 13:30:00,Short,4481.43,4488.41,0.22,4490.37,Opposite Signal,-153.56,13205.29
4795,2025-12-23 13:30:00,2025-12-23 14:00:00,Long,4488.41,4485.91,0.27,4481.11,Opposite Signal,-67.5,13137.79
4796,2025-12-23 14:00:00,2025-12-23 15:00:00,Short,4485.91,4493.94,0.24,4493.94,Stop Loss,-192.79,12945.01
4797,2025-12-23 15:00:00,2025-12-23 15:15:00,Long,4494.43,4486.76,0.26,4486.76,Stop Loss,-199.36,12745.65
4798,2025-12-23 15:15:00,2025-12-23 16:00:00,Short (Partial 50%),4488.26,4471.29,0.11,4488.26,Partial TP 1:2,186.63,12932.28
4798,2025-12-23 15:15:00,2025-12-23 17:30:00,Short,4488.26,4454.52,0.12,4454.52,Stop Loss,404.91,13337.19
4799,2025-12-23 17:45:00,2025-12-23 21:00:00,Long (Partial 50%),4458.34,4493.31,0.05,4458.34,Partial TP 1:2,174.83,13512.03
4799,2025-12-23 17:45:00,2025-12-23 23:00:00,Long,4458.34,4490.45,0.06,4490.45,Stop Loss,192.69,13704.71
4800,2025-12-23 23:15:00,2025-12-24 01:00:00,Short,4490.03,4495.09,0.2,4499.89,Opposite Signal,-101.2,13603.51
4801,2025-12-24 01:00:00,2025-12-24 02:30:00,Long (Partial 50%),4495.09,4516.15,0.09,4495.09,Partial TP 1:2,189.5,13793.01
4801,2025-12-24 01:00:00,2025-12-24 04:00:00,Long,4495.09,4512.47,0.09,4512.47,Stop Loss,156.4,13949.41
4802,2025-12-24 04:00:00,2025-12-24 04:45:00,Short (Partial 50%),4511.67,4484.91,0.07,4511.67,Partial TP 1:2,187.3,14136.71
4802,2025-12-24 04:00:00,2025-12-24 05:15:00,Short,4511.67,4491.28,0.07,4497.73,Opposite Signal,142.73,14279.44
4803,2025-12-24 05:15:00,2025-12-24 07:00:00,Long,4491.28,4490.67,0.11,4473.15,Opposite Signal,-6.71,14272.73
4804,2025-12-24 07:00:00,2025-12-24 11:30:00,Short,4490.67,4491.27,0.14,4504.89,Opposite Signal,-8.4,14264.33
4805,2025-12-24 11:30:00,2025-12-24 12:30:00,Long,4491.27,4485.85,0.18,4480.52,Opposite Signal,-97.56,14166.77
4806,2025-12-24 12:30:00,2025-12-24 14:00:00,Short,4485.85,4495.23,0.17,4497.52,Opposite Signal,-159.46,14007.31
4807,2025-12-24 14:00:00,2025-12-24 15:00:00,Long,4495.23,4485.41,0.2,4485.41,Stop Loss,-196.33,13810.98
4808,2025-12-24 15:00:00,2025-12-24 15:45:00,Short,4485.07,4487.79,0.2,4494.77,Opposite Signal,-54.4,13756.58
4809,2025-12-24 15:45:00,2025-12-24 16:30:00,Long,4487.79,4477.25,0.18,4477.25,Stop Loss,-189.71,13566.87
4810,2025-12-24 16:45:00,2025-12-24 17:00:00,Short,4464.74,4474.66,0.14,4478.84,Opposite Signal,-138.88,13427.99
4811,2025-12-24 17:00:00,2025-12-24 17:30:00,Long,4474.66,4459.98,0.13,4459.98,Stop Loss,-190.81,13237.19
4812,2025-12-24 17:30:00,2025-12-24 18:00:00,Short,4453.01,4470.41,0.11,4470.41,Stop Loss,-191.45,13045.74
4813,2025-12-24 18:00:00,2025-12-26 02:00:00,Long (Partial 50%),4466.28,4502.48,0.05,4466.28,Partial TP 1:2,181.0,13226.74
4813,2025-12-24 18:00:00,2025-12-26 03:15:00,Long,4466.28,4508.41,0.06,4508.41,Stop Loss,252.8,13479.54
4814,2025-12-26 03:30:00,2025-12-26 05:00:00,Short,4506.79,4511.68,0.11,4524.15,Opposite Signal,-53.79,13425.75
4815,2025-12-26 05:00:00,2025-12-26 08:45:00,Long,4511.68,4511.63,0.12,4495.76,Opposite Signal,-0.6,13425.15
4816,2025-12-26 08:45:00,2025-12-26 10:15:00,Short,4511.63,4515.05,0.18,4522.22,Opposite Signal,-61.56,13363.59
4817,2025-12-26 10:15:00,2025-12-26 11:45:00,Long,4515.05,4512.75,0.22,4506.15,Opposite Signal,-50.6,13312.99
4818,2025-12-26 11:45:00,2025-12-26 12:00:00,Short,4512.75,4518.77,0.25,4520.58,Opposite Signal,-150.5,13162.49
4819,2025-12-26 12:00:00,2025-12-26 12:45:00,Long,4518.77,4514.47,0.24,4510.62,Opposite Signal,-103.2,13059.29
4820,2025-12-26 12:45:00,2025-12-26 14:15:00,Short,4514.47,4511.81,0.23,4522.95,Opposite Signal,61.18,13120.47
4821,2025-12-26 14:15:00,2025-12-26 16:15:00,Long (Partial 50%),4511.81,4529.72,0.11,4511.81,Partial TP 1:2,197.01,13317.48
4821,2025-12-26 14:15:00,2025-12-26 16:30:00,Long,4511.81,4520.69,0.11,4512.94,Opposite Signal,97.68,13415.16
4822,2025-12-26 16:30:00,2025-12-26 17:15:00,Short,4520.69,4532.32,0.17,4532.32,Stop Loss,-197.73,13217.43
4823,2025-12-26 17:15:00,2025-12-26 18:45:00,Long,4533.42,4536.39,0.15,4520.54,Opposite Signal,44.55,13261.98
4824,2025-12-26 18:45:00,2025-12-26 20:30:00,Short,4536.39,4529.57,0.13,4551.09,Opposite Signal,88.66,13350.64
4825,2025-12-26 20:30:00,2025-12-26 21:45:00,Long,4529.57,4523.75,0.12,4514.14,Opposite Signal,-69.84,13280.8
4826,2025-12-26 21:45:00,2025-12-26 22:00:00,Short,4523.75,4532.85,0.14,4537.39,Opposite Signal,-127.4,13153.4
4827,2025-12-26 22:00:00,2025-12-29 02:00:00,Long,4532.85,4518.94,0.14,4518.94,Stop Loss,-194.76,12958.64
4828,2025-12-29 02:00:00,2025-12-29 02:15:00,Short (Partial 50%),4523.8,4493.27,0.06,4523.8,Partial TP 1:2,183.19,13141.84
4828,2025-12-29 02:00:00,2025-12-29 02:45:00,Short,4523.8,4504.5,0.07,4504.5,Stop Loss,135.12,13276.96
4829,2025-12-29 03:00:00,2025-12-29 07:45:00,Long,4512.17,4506.76,0.08,4487.88,Opposite Signal,-43.28,13233.68
