Trade ID,Entry Time,Exit Time,Direction,Entry Price,Exit Price,Lots,SL,Exit Reason,PnL ($),Equity ($)
256,2026-02-18 09:25:00,2026-02-18 09:45:00,Long,4939.07,4931.96,0.28,4931.96,Stop Loss,-199.2,95779.11
257,2026-02-18 10:30:00,2026-02-18 14:05:00,Short,4924.17,4924.11,0.31,4930.52,Opposite Signal,1.86,95780.97
258,2026-02-18 14:05:00,2026-02-18 20:25:00,Long,4924.11,4987.83,0.29,4917.35,Opposite Signal,1847.88,97628.85
259,2026-02-18 20:25:00,2026-02-18 21:15:00,Short,4987.83,4994.72,0.29,4994.72,Stop Loss,-199.82,97429.02
260,2026-02-19 05:40:00,2026-02-19 10:00:00,Long,4977.56,5008.48,0.31,4971.25,Opposite Signal,958.52,98387.54
261,2026-02-19 10:00:00,2026-02-19 10:15:00,Short,5008.48,5013.89,0.36,5013.89,Stop Loss,-194.62,98192.92
262,2026-02-19 10:40:00,2026-02-19 10:50:00,Long,5020.0,5014.21,0.34,5014.21,Stop Loss,-196.69,97996.23
263,2026-02-19 11:25:00,2026-02-19 16:45:00,Short,5000.66,4999.85,0.28,5007.58,Opposite Signal,22.68,98018.91
264,2026-02-19 16:45:00,2026-02-19 19:25:00,Long,4999.85,4994.15,0.16,4987.42,Opposite Signal,-91.2,97927.71
265,2026-02-19 19:25:00,2026-02-19 22:25:00,Short,4994.15,4995.69,0.18,5005.11,Opposite Signal,-27.72,97899.99
266,2026-02-19 22:25:00,2026-02-20 01:55:00,Long,4995.69,4989.23,0.3,4989.23,Stop Loss,-193.68,97706.31
267,2026-02-20 01:55:00,2026-02-20 02:10:00,Short,4987.57,4996.16,0.23,4996.16,Stop Loss,-197.48,97508.83
268,2026-02-20 02:55:00,2026-02-20 03:25:00,Long,5006.47,4998.6,0.25,4998.6,Stop Loss,-196.67,97312.16
269,2026-02-20 03:35:00,2026-02-20 04:00:00,Short,4996.68,5005.35,0.23,5005.35,Stop Loss,-199.5,97112.66
270,2026-02-20 07:00:00,2026-02-20 07:15:00,Long,5005.44,4999.06,0.31,4999.06,Stop Loss,-197.79,96914.86
271,2026-02-20 09:20:00,2026-02-20 10:25:00,Short,5011.96,5019.53,0.26,5019.53,Stop Loss,-196.7,96718.16
272,2026-02-20 10:30:00,2026-02-20 13:45:00,Long,5021.46,5022.68,0.24,5013.4,Opposite Signal,29.28,96747.44
273,2026-02-20 13:45:00,2026-02-20 15:00:00,Short,5022.68,5028.74,0.24,5030.8,Opposite Signal,-145.44,96602.0
274,2026-02-20 15:00:00,2026-02-20 15:30:00,Long,5028.74,5020.35,0.23,5020.35,Stop Loss,-193.03,96408.97
275,2026-02-20 17:00:00,2026-02-20 17:15:00,Short,5027.11,5042.82,0.12,5042.82,Stop Loss,-188.47,96220.5
276,2026-02-20 18:30:00,2026-02-23 02:10:00,Long,5067.4,5138.26,0.1,5049.02,Opposite Signal,708.6,96929.1
277,2026-02-23 02:10:00,2026-02-23 02:30:00,Short,5138.26,5154.12,0.12,5154.12,Stop Loss,-190.26,96738.84
278,2026-02-23 03:40:00,2026-02-23 05:10:00,Long,5166.01,5152.54,0.14,5152.54,Stop Loss,-188.63,96550.21
279,2026-02-23 08:40:00,2026-02-23 11:10:00,Short,5148.29,5145.85,0.29,5155.02,Opposite Signal,70.76,96620.97
280,2026-02-23 11:10:00,2026-02-23 15:20:00,Long,5145.85,5148.96,0.23,5137.25,Opposite Signal,71.53,96692.5
281,2026-02-23 15:20:00,2026-02-23 16:10:00,Short,5148.96,5156.63,0.26,5156.63,Stop Loss,-199.33,96493.17
282,2026-02-23 16:20:00,2026-02-24 02:05:00,Long,5163.69,5227.95,0.24,5155.61,Opposite Signal,1542.24,98035.41
283,2026-02-24 02:05:00,2026-02-24 16:40:00,Short,5227.95,5137.09,0.16,5240.02,Opposite Signal,1453.76,99489.17
284,2026-02-24 16:40:00,2026-02-24 17:00:00,Long,5137.09,5118.23,0.1,5118.23,Stop Loss,-188.55,99300.61
285,2026-02-24 21:15:00,2026-02-24 22:20:00,Short,5148.88,5157.03,0.24,5157.03,Stop Loss,-195.49,99105.12
286,2026-02-24 22:20:00,2026-02-24 23:05:00,Long,5165.01,5157.02,0.25,5157.02,Stop Loss,-199.82,98905.3
287,2026-02-24 23:20:00,2026-02-25 02:35:00,Short,5154.03,5152.16,0.25,5161.91,Opposite Signal,46.75,98952.05
288,2026-02-25 02:35:00,2026-02-25 08:05:00,Long,5152.16,5186.61,0.19,5142.04,Opposite Signal,654.55,99606.6
289,2026-02-25 08:05:00,2026-02-25 10:35:00,Short,5186.61,5196.33,0.2,5196.33,Stop Loss,-194.32,99412.28
290,2026-02-25 13:55:00,2026-02-25 16:30:00,Long,5181.51,5173.35,0.24,5173.35,Stop Loss,-195.93,99216.34
291,2026-02-25 16:30:00,2026-02-25 16:45:00,Short,5174.23,5181.76,0.25,5182.1,Opposite Signal,-188.25,99028.09
292,2026-02-25 16:45:00,2026-02-25 21:05:00,Long,5181.76,5194.71,0.19,5171.4,Opposite Signal,246.05,99274.14
293,2026-02-25 21:05:00,2026-02-25 21:10:00,Short,5194.71,5200.14,0.36,5200.14,Stop Loss,-195.36,99078.79
294,2026-02-25 21:10:00,2026-02-25 21:20:00,Long,5207.35,5200.41,0.28,5200.41,Stop Loss,-194.31,98884.48
295,2026-02-25 22:15:00,2026-02-26 02:20:00,Short,5184.73,5180.79,0.19,5194.75,Opposite Signal,74.86,98959.34
296,2026-02-26 02:20:00,2026-02-26 09:05:00,Long,5180.79,5184.82,0.14,5167.2,Opposite Signal,56.42,99015.76
297,2026-02-26 09:05:00,2026-02-26 14:25:00,Short,5184.82,5178.52,0.26,5192.25,Opposite Signal,163.8,99179.56
298,2026-02-26 14:25:00,2026-02-26 15:10:00,Long,5178.52,5170.58,0.25,5170.58,Stop Loss,-198.41,98981.15
299,2026-02-26 15:40:00,2026-02-26 16:45:00,Short,5165.21,5175.0,0.2,5175.0,Stop Loss,-195.88,98785.27
300,2026-02-26 17:40:00,2026-02-26 23:30:00,Long,5175.64,5185.14,0.11,5158.63,Opposite Signal,104.5,98889.77
301,2026-02-26 23:30:00,2026-02-27 02:20:00,Short,5185.14,5192.41,0.27,5192.41,Stop Loss,-196.3,98693.47
302,2026-02-27 03:50:00,2026-02-27 04:30:00,Long,5191.63,5183.02,0.23,5183.02,Stop Loss,-198.0,98495.46
303,2026-02-27 04:35:00,2026-02-27 05:25:00,Short,5178.6,5187.26,0.23,5187.26,Stop Loss,-199.29,98296.17
304,2026-02-27 07:25:00,2026-02-27 08:50:00,Long,5194.74,5189.76,0.4,5189.76,Stop Loss,-199.37,98096.81
305,2026-02-27 08:55:00,2026-02-27 13:55:00,Short,5185.53,5185.74,0.35,5191.17,Opposite Signal,-7.35,98089.46
306,2026-02-27 13:55:00,2026-02-27 15:45:00,Long,5185.74,5213.23,0.37,5180.37,Opposite Signal,1017.13,99106.59
307,2026-02-27 15:45:00,2026-02-27 15:55:00,Short,5213.23,5224.84,0.17,5224.84,Stop Loss,-197.37,98909.22
308,2026-02-27 17:10:00,2026-02-27 17:15:00,Long,5237.79,5225.39,0.16,5225.39,Stop Loss,-198.34,98710.88
309,2026-03-02 02:50:00,2026-03-02 05:15:00,Short,5344.84,5358.66,0.09,5365.88,Opposite Signal,-124.38,98586.5
310,2026-03-02 05:15:00,2026-03-02 07:15:00,Long,5358.66,5342.39,0.12,5342.39,Stop Loss,-195.26,98391.24
311,2026-03-02 10:55:00,2026-03-02 15:05:00,Short,5394.05,5406.77,0.15,5406.77,Stop Loss,-190.76,98200.47
312,2026-03-02 15:20:00,2026-03-02 15:45:00,Long,5405.66,5390.93,0.13,5390.93,Stop Loss,-191.54,98008.93
313,2026-03-02 16:05:00,2026-03-02 21:05:00,Short,5371.05,5329.6,0.12,5387.26,Opposite Signal,497.4,98506.33
314,2026-03-02 21:05:00,2026-03-03 03:45:00,Long,5329.6,5352.1,0.12,5314.1,Opposite Signal,270.0,98776.33
315,2026-03-03 03:45:00,2026-03-03 04:45:00,Short,5352.1,5365.93,0.14,5365.93,Stop Loss,-193.58,98582.75
316,2026-03-03 05:00:00,2026-03-03 07:00:00,Long,5368.98,5355.72,0.15,5355.72,Stop Loss,-198.95,98383.8
317,2026-03-03 07:30:00,2026-03-03 09:50:00,Short,5348.31,5329.42,0.18,5359.3,Opposite Signal,340.02,98723.82
318,2026-03-03 09:50:00,2026-03-03 10:20:00,Long,5329.42,5314.58,0.13,5314.58,Stop Loss,-192.96,98530.86
319,2026-03-03 10:30:00,2026-03-03 14:50:00,Short,5303.37,5208.6,0.13,5318.46,Opposite Signal,1232.01,99762.87
320,2026-03-03 14:50:00,2026-03-03 15:00:00,Long,5208.6,5176.89,0.06,5176.89,Stop Loss,-190.25,99572.62
321,2026-03-03 15:05:00,2026-03-03 18:20:00,Short,5152.79,5121.09,0.05,5188.51,Opposite Signal,158.5,99731.12
322,2026-03-03 18:20:00,2026-03-03 19:00:00,Long,5121.09,5086.34,0.05,5086.34,Stop Loss,-173.73,99557.39
323,2026-03-03 22:50:00,2026-03-04 01:05:00,Short,5095.74,5115.16,0.1,5115.16,Stop Loss,-194.23,99363.16
324,2026-03-04 01:15:00,2026-03-04 05:00:00,Long,5120.72,5142.82,0.11,5102.99,Opposite Signal,243.1,99606.26
325,2026-03-04 05:00:00,2026-03-04 05:15:00,Short,5142.82,5160.19,0.11,5160.19,Stop Loss,-191.05,99415.21
326,2026-03-04 09:00:00,2026-03-04 10:05:00,Long,5166.99,5150.93,0.12,5150.93,Stop Loss,-192.71,99222.5
327,2026-03-04 14:20:00,2026-03-04 15:10:00,Short,5179.48,5189.9,0.19,5189.9,Stop Loss,-197.97,99024.53
328,2026-03-04 15:10:00,2026-03-04 15:20:00,Long,5192.29,5179.42,0.15,5179.42,Stop Loss,-193.1,98831.43
329,2026-03-04 16:10:00,2026-03-04 16:30:00,Short,5165.39,5179.33,0.14,5179.33,Stop Loss,-195.17,98636.26
330,2026-03-05 01:00:00,2026-03-05 06:45:00,Long,5152.43,5169.95,0.2,5142.67,Opposite Signal,350.4,98986.66
331,2026-03-05 06:45:00,2026-03-05 08:45:00,Short,5169.95,5158.77,0.24,5177.96,Opposite Signal,268.32,99254.98
332,2026-03-05 08:45:00,2026-03-05 10:10:00,Long,5158.77,5145.58,0.15,5145.58,Stop Loss,-197.78,99057.2
333,2026-03-05 10:10:00,2026-03-05 10:30:00,Short,5141.71,5152.81,0.18,5152.81,Stop Loss,-199.84,98857.36
334,2026-03-05 10:45:00,2026-03-05 11:35:00,Long,5168.0,5156.54,0.17,5156.54,Stop Loss,-194.86,98662.5
335,2026-03-05 12:00:00,2026-03-05 12:50:00,Short,5150.0,5162.12,0.16,5162.12,Stop Loss,-194.0,98468.51
336,2026-03-05 22:15:00,2026-03-05 22:25:00,Long,5090.75,5077.04,0.14,5077.04,Stop Loss,-191.94,98276.57
337,2026-03-06 03:00:00,2026-03-06 03:20:00,Short,5075.57,5088.66,0.15,5088.66,Stop Loss,-196.36,98080.21
338,2026-03-06 03:35:00,2026-03-06 07:45:00,Long,5108.66,5115.98,0.13,5094.34,Opposite Signal,95.16,98175.37
339,2026-03-06 07:45:00,2026-03-06 15:30:00,Short,5115.98,5124.18,0.24,5124.18,Stop Loss,-196.82,97978.55
340,2026-03-06 15:30:00,2026-03-06 15:50:00,Long,5123.81,5107.59,0.12,5107.59,Stop Loss,-194.67,97783.88
341,2026-03-06 15:55:00,2026-03-06 16:20:00,Short,5085.31,5104.74,0.1,5104.74,Stop Loss,-194.35,97589.54
342,2026-03-06 16:55:00,2026-03-06 22:30:00,Long,5129.5,5151.29,0.09,5107.77,Opposite Signal,196.11,97785.65
343,2026-03-06 22:30:00,2026-03-06 22:40:00,Short,5151.29,5160.42,0.21,5160.42,Stop Loss,-191.73,97593.92
344,2026-03-06 23:15:00,2026-03-09 01:05:00,Long,5169.57,5160.22,0.21,5160.22,Stop Loss,-196.33,97397.59
345,2026-03-09 01:10:00,2026-03-09 05:10:00,Short,5157.55,5094.44,0.11,5174.73,Opposite Signal,694.21,98091.8
346,2026-03-09 05:10:00,2026-03-09 09:45:00,Long,5094.44,5106.12,0.08,5070.81,Opposite Signal,93.44,98185.24
347,2026-03-09 09:45:00,2026-03-09 12:15:00,Short,5106.12,5117.38,0.14,5120.25,Opposite Signal,-157.64,98027.6
348,2026-03-09 12:15:00,2026-03-09 12:40:00,Long,5117.38,5104.32,0.15,5104.32,Stop Loss,-195.96,97831.64
349,2026-03-09 12:45:00,2026-03-09 15:25:00,Short,5101.04,5109.41,0.13,5115.49,Opposite Signal,-108.81,97722.83
350,2026-03-09 15:25:00,2026-03-09 15:50:00,Long,5109.41,5098.32,0.18,5098.32,Stop Loss,-199.67,97523.16
351,2026-03-09 16:20:00,2026-03-09 16:30:00,Short,5087.19,5098.02,0.18,5098.02,Stop Loss,-195.02,97328.13
352,2026-03-09 16:30:00,2026-03-09 16:35:00,Long,5108.92,5096.86,0.16,5096.86,Stop Loss,-192.91,97135.23
353,2026-03-09 16:40:00,2026-03-09 17:30:00,Short,5076.04,5090.55,0.13,5090.55,Stop Loss,-188.63,96946.6
354,2026-03-09 17:40:00,2026-03-09 17:50:00,Long,5112.32,5094.3,0.11,5094.3,Stop Loss,-198.24,96748.36
355,2026-03-10 06:45:00,2026-03-10 08:00:00,Short,5158.82,5168.8,0.2,5168.8,Stop Loss,-199.61,96548.74
356,2026-03-10 08:50:00,2026-03-10 10:15:00,Long,5175.48,5168.83,0.3,5168.83,Stop Loss,-199.56,96349.18
357,2026-03-10 10:20:00,2026-03-10 10:25:00,Short,5159.79,5167.81,0.24,5167.81,Stop Loss,-192.37,96156.81
358,2026-03-10 10:40:00,2026-03-10 13:25:00,Long,5176.22,5173.7,0.23,5167.8,Opposite Signal,-57.96,96098.85
359,2026-03-10 13:25:00,2026-03-10 13:55:00,Short,5173.7,5177.25,0.24,5181.93,Opposite Signal,-85.2,96013.65
360,2026-03-10 13:55:00,2026-03-10 15:00:00,Long,5177.25,5167.43,0.2,5167.43,Stop Loss,-196.48,95817.17
361,2026-03-10 15:00:00,2026-03-10 15:20:00,Short,5167.57,5177.68,0.19,5177.68,Stop Loss,-192.15,95625.02
362,2026-03-10 15:45:00,2026-03-10 17:05:00,Long,5186.38,5193.23,0.22,5177.38,Opposite Signal,150.7,95775.72
363,2026-03-10 17:05:00,2026-03-10 17:15:00,Short,5193.23,5206.95,0.14,5206.95,Stop Loss,-192.05,95583.68
364,2026-03-10 18:10:00,2026-03-10 21:10:00,Long,5223.48,5215.73,0.15,5210.4,Opposite Signal,-116.25,95467.43
365,2026-03-10 21:10:00,2026-03-10 21:25:00,Short,5215.73,5202.95,0.21,5225.13,Opposite Signal,268.38,95735.81
366,2026-03-10 21:25:00,2026-03-10 22:00:00,Long,5202.95,5185.9,0.11,5185.9,Stop Loss,-187.58,95548.22
367,2026-03-11 05:05:00,2026-03-11 05:35:00,Short,5197.32,5206.76,0.21,5206.76,Stop Loss,-198.3,95349.93
368,2026-03-11 05:50:00,2026-03-11 06:20:00,Long,5219.81,5211.22,0.23,5211.22,Stop Loss,-197.47,95152.46
369,2026-03-11 06:50:00,2026-03-11 07:15:00,Short,5200.38,5207.64,0.27,5207.64,Stop Loss,-195.95,94956.51
370,2026-03-11 17:00:00,2026-03-11 18:10:00,Long,5185.13,5171.7,0.14,5171.7,Stop Loss,-188.01,94768.5
371,2026-03-11 18:55:00,2026-03-11 19:45:00,Short,5166.31,5177.89,0.17,5177.89,Stop Loss,-196.79,94571.71
372,2026-03-11 22:30:00,2026-03-12 01:05:00,Long,5178.15,5172.53,0.35,5172.53,Stop Loss,-196.83,94374.89
373,2026-03-12 01:20:00,2026-03-12 03:35:00,Short,5170.71,5157.73,0.34,5176.45,Opposite Signal,441.32,94816.21
374,2026-03-12 03:35:00,2026-03-12 05:45:00,Long,5157.73,5150.65,0.17,5146.33,Opposite Signal,-120.36,94695.85
375,2026-03-12 05:45:00,2026-03-12 08:45:00,Short,5150.65,5156.64,0.2,5160.19,Opposite Signal,-119.8,94576.05
376,2026-03-12 08:45:00,2026-03-12 09:20:00,Long,5156.64,5149.64,0.28,5149.64,Stop Loss,-196.08,94379.97
377,2026-03-12 14:15:00,2026-03-12 14:40:00,Short,5174.33,5180.34,0.33,5180.34,Stop Loss,-198.34,94181.62
378,2026-03-12 15:50:00,2026-03-12 16:15:00,Long,5183.79,5176.29,0.26,5176.29,Stop Loss,-195.08,93986.55
379,2026-03-12 16:30:00,2026-03-13 01:20:00,Short,5166.48,5093.14,0.2,5176.46,Opposite Signal,1466.8,95453.35
380,2026-03-13 01:20:00,2026-03-13 06:25:00,Long,5093.14,5110.33,0.17,5081.94,Opposite Signal,292.23,95745.58
381,2026-03-13 06:25:00,2026-03-13 07:00:00,Short,5110.33,5117.58,0.27,5117.58,Stop Loss,-195.69,95549.89
382,2026-03-13 12:00:00,2026-03-13 13:30:00,Long,5093.82,5083.11,0.18,5083.11,Stop Loss,-192.81,95357.08
383,2026-03-13 16:30:00,2026-03-13 16:40:00,Short,5102.01,5111.38,0.21,5111.38,Stop Loss,-196.77,95160.32
384,2026-03-16 03:00:00,2026-03-16 04:10:00,Long,5022.13,5004.24,0.11,5004.24,Stop Loss,-196.75,94963.57
385,2026-03-16 04:10:00,2026-03-16 04:15:00,Short,4985.65,5003.43,0.11,5003.43,Stop Loss,-195.59,94767.98
386,2026-03-16 07:00:00,2026-03-16 07:40:00,Long,5023.8,5014.49,0.21,5014.49,Stop Loss,-195.51,94572.47
387,2026-03-16 08:30:00,2026-03-16 08:35:00,Short,5004.01,5010.98,0.28,5010.98,Stop Loss,-195.28,94377.19
388,2026-03-16 08:50:00,2026-03-16 09:45:00,Long,5019.79,5012.59,0.27,5012.59,Stop Loss,-194.3,94182.89
389,2026-03-16 09:45:00,2026-03-16 13:50:00,Short,5012.6,4995.7,0.22,5021.31,Opposite Signal,371.8,94554.69
390,2026-03-16 13:50:00,2026-03-16 14:50:00,Long,4995.7,4998.93,0.19,4985.62,Opposite Signal,61.37,94616.06
391,2026-03-16 14:50:00,2026-03-16 15:15:00,Short,4998.93,5009.51,0.18,5009.51,Stop Loss,-190.53,94425.53
392,2026-03-16 15:25:00,2026-03-16 17:30:00,Long,5022.74,5011.39,0.17,5011.39,Stop Loss,-193.01,94232.52
393,2026-03-16 17:35:00,2026-03-16 20:10:00,Short,5006.26,5002.05,0.17,5017.68,Opposite Signal,71.57,94304.09
394,2026-03-16 20:10:00,2026-03-16 20:30:00,Long,5002.05,4991.67,0.19,4991.67,Stop Loss,-197.27,94106.82
395,2026-03-17 01:20:00,2026-03-17 02:20:00,Short,4999.75,5008.09,0.23,5008.09,Stop Loss,-191.93,93914.89
396,2026-03-17 04:35:00,2026-03-17 08:50:00,Long,5016.43,5026.68,0.24,5008.2,Opposite Signal,246.0,94160.89
397,2026-03-17 08:50:00,2026-03-17 10:35:00,Short,5026.68,5026.77,0.29,5033.38,Opposite Signal,-2.61,94158.28
398,2026-03-17 10:35:00,2026-03-17 10:50:00,Long,5026.77,5018.64,0.24,5018.64,Stop Loss,-195.15,93963.12
399,2026-03-17 13:00:00,2026-03-17 15:20:00,Short,5009.08,5016.46,0.27,5016.46,Stop Loss,-199.13,93763.99
400,2026-03-17 15:20:00,2026-03-17 16:50:00,Long,5016.16,5009.08,0.28,5009.08,Stop Loss,-198.23,93565.76
401,2026-03-17 17:25:00,2026-03-17 17:45:00,Short,5008.34,5018.54,0.19,5018.54,Stop Loss,-193.88,93371.88
402,2026-03-17 21:15:00,2026-03-17 21:30:00,Long,5007.67,5001.12,0.3,5001.12,Stop Loss,-196.49,93175.39
403,2026-03-18 03:25:00,2026-03-18 03:50:00,Short,5002.86,5007.62,0.42,5007.62,Stop Loss,-199.93,92975.47
404,2026-03-18 04:05:00,2026-03-18 04:30:00,Long,5011.99,5006.3,0.35,5006.3,Stop Loss,-199.03,92776.44
405,2026-03-18 04:45:00,2026-03-18 05:20:00,Short,4998.97,5005.04,0.32,5005.04,Stop Loss,-194.38,92582.06
406,2026-03-18 08:35:00,2026-03-18 10:45:00,Long,4997.35,4995.65,0.3,4990.85,Opposite Signal,-51.0,92531.06
407,2026-03-18 10:45:00,2026-03-18 20:00:00,Short,4995.65,4889.23,0.33,5001.68,Opposite Signal,3511.86,96042.92
408,2026-03-18 20:00:00,2026-03-18 21:25:00,Long,4889.23,4878.72,0.19,4878.72,Stop Loss,-199.78,95843.14
409,2026-03-18 21:30:00,2026-03-19 03:00:00,Short,4876.96,4845.75,0.16,4889.21,Opposite Signal,499.36,96342.5
410,2026-03-19 03:00:00,2026-03-19 04:05:00,Long,4845.75,4833.72,0.16,4833.72,Stop Loss,-192.4,96150.09
411,2026-03-19 08:30:00,2026-03-19 16:55:00,Short,4840.66,4620.23,0.3,4847.26,Opposite Signal,6612.9,102762.99
412,2026-03-19 16:55:00,2026-03-19 17:30:00,Long,4620.23,4581.02,0.05,4581.02,Stop Loss,-196.06,102566.94
413,2026-03-20 01:55:00,2026-03-20 03:00:00,Short,4636.41,4650.81,0.13,4650.81,Stop Loss,-187.14,102379.8
414,2026-03-20 03:10:00,2026-03-20 03:20:00,Long,4662.18,4650.41,0.16,4650.41,Stop Loss,-188.38,102191.41
415,2026-03-20 08:30:00,2026-03-20 08:35:00,Short,4702.73,4712.9,0.19,4712.9,Stop Loss,-193.27,101998.14
416,2026-03-20 10:45:00,2026-03-20 11:35:00,Long,4697.76,4704.03,0.16,4685.82,Opposite Signal,100.32,102098.46
417,2026-03-20 11:35:00,2026-03-20 15:00:00,Short,4704.03,4679.61,0.14,4718.07,Opposite Signal,341.88,102440.34
418,2026-03-20 15:00:00,2026-03-20 15:35:00,Long,4679.61,4664.51,0.13,4664.51,Stop Loss,-196.3,102244.04
419,2026-03-20 16:25:00,2026-03-20 19:15:00,Short,4659.89,4601.97,0.13,4674.91,Opposite Signal,752.96,102997.0
420,2026-03-20 19:15:00,2026-03-20 19:30:00,Long,4601.97,4577.36,0.08,4577.36,Stop Loss,-196.9,102800.1
421,2026-03-20 21:20:00,2026-03-23 04:15:00,Short,4546.86,4429.1,0.1,4566.54,Opposite Signal,1177.6,103977.7
422,2026-03-23 04:15:00,2026-03-23 04:55:00,Long,4429.1,4384.73,0.04,4384.73,Stop Loss,-177.46,103800.24
423,2026-03-23 05:50:00,2026-03-23 10:40:00,Short,4359.86,4214.68,0.05,4393.77,Opposite Signal,725.9,104526.14
424,2026-03-23 10:40:00,2026-03-23 12:40:00,Long,4214.68,4225.67,0.04,4165.05,Opposite Signal,43.96,104570.1
425,2026-03-23 12:40:00,2026-03-23 13:10:00,Short,4225.67,4265.24,0.05,4265.24,Stop Loss,-197.83,104372.27
426,2026-03-23 14:05:00,2026-03-23 14:20:00,Long,4406.49,4363.37,0.04,4363.37,Stop Loss,-172.48,104199.79
427,2026-03-23 15:00:00,2026-03-23 15:35:00,Short,4357.07,4411.09,0.03,4411.09,Stop Loss,-162.07,104037.71
428,2026-03-23 15:45:00,2026-03-23 16:25:00,Long,4461.07,4412.64,0.04,4412.64,Stop Loss,-193.73,103843.98
429,2026-03-23 18:35:00,2026-03-23 20:30:00,Short,4420.13,4428.49,0.05,4456.47,Opposite Signal,-41.8,103802.18
430,2026-03-23 20:30:00,2026-03-23 22:10:00,Long,4428.49,4406.68,0.06,4398.41,Opposite Signal,-130.86,103671.32
431,2026-03-23 22:10:00,2026-03-24 01:25:00,Short,4406.68,4414.39,0.07,4431.69,Opposite Signal,-53.97,103617.35
432,2026-03-24 01:25:00,2026-03-24 03:20:00,Long,4414.39,4406.02,0.08,4392.15,Opposite Signal,-66.96,103550.39
433,2026-03-24 03:20:00,2026-03-24 05:30:00,Short,4406.02,4370.2,0.1,4425.3,Opposite Signal,358.2,103908.59
434,2026-03-24 05:30:00,2026-03-24 06:35:00,Long,4370.2,4339.7,0.06,4339.7,Stop Loss,-182.99,103725.6
435,2026-03-24 14:50:00,2026-03-24 15:10:00,Short,4400.79,4422.4,0.09,4422.4,Stop Loss,-194.5,103531.09
436,2026-03-24 17:20:00,2026-03-24 20:30:00,Long,4406.87,4383.68,0.08,4383.68,Stop Loss,-185.55,103345.54
437,2026-03-24 20:30:00,2026-03-24 21:20:00,Short,4382.88,4400.01,0.11,4400.01,Stop Loss,-188.44,103157.1
438,2026-03-24 21:30:00,2026-03-24 21:40:00,Long,4414.42,4398.28,0.12,4398.28,Stop Loss,-193.73,102963.37
439,2026-03-25 08:15:00,2026-03-25 10:15:00,Short,4564.62,4562.21,0.24,4572.93,Opposite Signal,57.84,103021.21
440,2026-03-25 10:15:00,2026-03-25 10:35:00,Long,4562.21,4551.71,0.19,4551.71,Stop Loss,-199.54,102821.67
441,2026-03-25 10:55:00,2026-03-25 11:05:00,Short,4539.55,4550.56,0.18,4550.56,Stop Loss,-198.19,102623.48
442,2026-03-25 11:15:00,2026-03-25 12:35:00,Long,4563.36,4551.27,0.16,4551.27,Stop Loss,-193.45,102430.03
443,2026-03-25 12:45:00,2026-03-25 12:55:00,Short,4537.95,4550.86,0.15,4550.86,Stop Loss,-193.62,102236.41
444,2026-03-25 14:00:00,2026-03-25 15:15:00,Long,4566.14,4562.85,0.18,4555.39,Opposite Signal,-59.22,102177.19
445,2026-03-25 15:15:00,2026-03-25 16:25:00,Short,4562.85,4568.96,0.17,4574.04,Opposite Signal,-103.87,102073.32
446,2026-03-25 16:25:00,2026-03-25 16:45:00,Long,4568.96,4552.42,0.12,4552.42,Stop Loss,-198.48,101874.84
447,2026-03-25 21:55:00,2026-03-25 23:00:00,Short,4538.19,4535.62,0.16,4550.02,Opposite Signal,41.12,101915.96
448,2026-03-25 23:00:00,2026-03-25 23:35:00,Long,4535.62,4519.28,0.12,4519.28,Stop Loss,-196.13,101719.83
449,2026-03-26 02:35:00,2026-03-26 03:00:00,Short,4494.16,4510.18,0.12,4510.18,Stop Loss,-192.2,101527.63
450,2026-03-26 03:10:00,2026-03-26 05:55:00,Long,4527.9,4511.51,0.12,4511.51,Stop Loss,-196.7,101330.93
451,2026-03-26 05:55:00,2026-03-26 07:25:00,Short,4509.01,4521.24,0.16,4521.24,Stop Loss,-195.64,101135.29
452,2026-03-26 10:35:00,2026-03-26 11:10:00,Long,4458.37,4442.6,0.12,4442.6,Stop Loss,-189.29,100946.0
453,2026-03-26 11:25:00,2026-03-26 13:25:00,Short,4428.35,4445.47,0.11,4445.47,Stop Loss,-188.31,100757.68
454,2026-03-26 16:40:00,2026-03-26 18:55:00,Long,4453.71,4436.32,0.11,4436.32,Stop Loss,-191.34,100566.35
455,2026-03-26 19:15:00,2026-03-26 23:10:00,Short,4426.71,4395.11,0.11,4443.91,Opposite Signal,347.6,100913.95
456,2026-03-26 23:10:00,2026-03-26 23:50:00,Long,4395.11,4376.95,0.11,4376.95,Stop Loss,-199.71,100714.24
457,2026-03-26 23:50:00,2026-03-27 01:05:00,Short,4375.58,4398.41,0.08,4398.41,Stop Loss,-182.61,100531.63
458,2026-03-27 04:25:00,2026-03-27 08:55:00,Long,4406.57,4454.48,0.16,4394.07,Opposite Signal,766.56,101298.19
459,2026-03-27 08:55:00,2026-03-27 09:10:00,Short,4454.48,4464.52,0.19,4464.52,Stop Loss,-190.8,101107.39
460,2026-03-27 15:25:00,2026-03-27 16:25:00,Long,4429.62,4418.76,0.18,4418.76,Stop Loss,-195.41,100911.98
461,2026-03-27 20:20:00,2026-03-27 21:30:00,Short,4497.77,4513.37,0.12,4513.37,Stop Loss,-187.24,100724.74
462,2026-03-27 21:35:00,2026-03-27 22:40:00,Long,4518.51,4503.94,0.13,4503.94,Stop Loss,-189.43,100535.3
